cdc_table,cdc_op,cdc_ts,cdc_seq,customer_id,customer_name,country,created_at
erp_customers,D,2021-12-23,3,CUST10838,Re-Intermediate Back-End Experiences,Kyrgyz Republic,2020-08-05
erp_customers,I,2022-05-02,1,CUST10839,Inc Nunez,USA,2022-05-02
erp_customers,I,2022-07-29,1,CUST10878,"Leonard, Spencer and Jackson",India,2022-07-29
erp_customers,I,2020-06-21,1,CUST10892,"Mcconnell, Mcneil and Caldwell",India,2020-06-21
erp_customers,U,2020-11-14,2,CUST10892,"Mcconnell, Mcneil and Caldwell",India,2020-06-21
erp_customers,I,2020-05-19,1,CUST10931,Moyer-Bird,Rwanda,2020-05-19
erp_customers,I,2021-10-18,1,CUST11010,LLC Lopez,India,2021-10-18
erp_customers,I,2022-09-04,1,CUST11034,Maximize Revolutionary Experiences,Ukraine,2022-09-04
erp_customers,I,2022-03-31,1,CUST11183,Collins PLC,CA,2022-03-31
erp_customers,U,2022-07-02,2,CUST11183,Collins PLC,US,2022-03-31
erp_customers,I,2021-05-11,1,CUST11205,Rose-Salazar,Austria,2021-05-11
erp_customers,U,2021-05-29,2,CUST11205,Rose-Salazar,India,2021-05-11
erp_customers,I,2022-08-17,1,CUST11220,PLC Flores,India,2022-08-17
erp_customers,I,2021-07-26,1,CUST11233,Seize Synergistic Users,DE,2021-07-26
erp_customers,U,2022-03-12,2,CUST11233,Morph Back-End Roi,DE,2021-07-26
erp_customers,D,2022-05-05,3,CUST11233,Morph Back-End Roi,DE,2021-07-26
erp_customers,I,2022-04-30,1,CUST11278,Cole Group,United States,2022-04-30
erp_customers,U,2022-12-22,2,CUST11278,LLC Marsh,United States,2022-04-30
erp_customers,I,2021-08-25,1,CUST11293,Inc Kennedy,United States,2021-08-25
erp_customers,I,2022-08-20,1,CUST11342,"Henry, Wright and Baird",Canada,2022-08-20
erp_customers,I,2021-11-14,1,CUST11401,PLC Thomas,Canada,2021-11-14
erp_customers,I,2021-03-03,1,CUST11403,Walker-Ramirez,DE,2021-03-03
erp_customers,U,2021-11-07,2,CUST11403,Walker-Ramirez,India,2021-03-03
erp_customers,I,2021-04-16,1,CUST11414,Syndicate Clicks-And-Mortar Schemas,US,2021-04-16
erp_customers,U,2021-09-04,2,CUST11414,Syndicate Clicks-And-Mortar Schemas,IND,2021-04-16
erp_customers,I,2020-09-12,1,CUST11434,Group Greene,IND,2020-09-12
erp_customers,I,2021-12-15,1,CUST11489,Innovate Cutting-Edge Portals,CA,2021-12-15
erp_customers,U,2022-04-05,2,CUST11489,Innovate Cutting-Edge Portals,CA,2021-12-15
erp_customers,I,2021-02-28,1,CUST11490,Crane-Archer,US,2021-02-28
erp_customers,I,2020-09-15,1,CUST11505,Schmidt LLC,DE,2020-09-15
erp_customers,U,2021-07-02,2,CUST11505,Schmidt LLC,CA,2020-09-15
erp_customers,D,2021-11-12,3,CUST11505,Schmidt LLC,CA,2020-09-15
erp_customers,I,2022-06-30,1,CUST11563,Redefine Global Solutions,Colombia,2022-06-30
erp_customers,U,2022-10-29,2,CUST11563,PLC Lopez,Colombia,2022-06-30
erp_customers,I,2020-01-29,1,CUST11639,PLC Rodriguez,US,2020-01-29
erp_customers,I,2022-05-13,1,CUST11648,"Morgan, Rubio and Williams",Canada,2022-05-13
erp_customers,I,2022-02-05,1,CUST11649,Foster Inc,IND,2022-02-05
erp_customers,I,2020-01-16,1,CUST11655,Seize Magnetic Convergence,Canada,2020-01-16
erp_customers,I,2021-04-06,1,CUST11686,Jackson-Adams,DE,2021-04-06
erp_customers,I,2022-04-01,1,CUST11705,Morph One-To-One Paradigms,Canada,2022-04-01
erp_customers,D,2022-12-15,2,CUST11705,Morph One-To-One Paradigms,Canada,2022-04-01
erp_customers,I,2020-10-08,1,CUST11725,Enable End-To-End E-Services,USA,2020-10-08
erp_customers,U,2021-02-22,2,CUST11725,LLC Wilson,USA,2020-10-08
erp_customers,D,2021-09-12,3,CUST11725,LLC Wilson,USA,2020-10-08
erp_customers,I,2022-12-14,1,CUST11956,PLC Young,United States,2022-12-14
erp_customers,I,2021-05-18,1,CUST12049,Seize Dynamic Systems,,2021-05-18
erp_customers,I,2022-01-09,1,CUST12055,LLC Delacruz,Canada,2022-01-09
erp_customers,U,2022-07-16,2,CUST12055,LLC Delacruz,India,2022-01-09
erp_customers,I,2022-07-01,1,CUST12127,"Stout, Morgan and Guzman",US,2022-07-01
erp_customers,I,2020-04-05,1,CUST12158,Inc Steele,DE,2020-04-05
erp_customers,U,2020-12-21,2,CUST12158,Ltd Garcia,DE,2020-04-05
erp_customers,I,2021-07-23,1,CUST12307,PLC Wade,DE,2021-07-23
erp_customers,I,2020-08-06,1,CUST12315,Ltd Barrett,United States,2020-08-06
erp_customers,U,2020-09-14,2,CUST12315,Generate Synergistic Metrics,United States,2020-08-06
erp_customers,I,2020-11-23,1,CUST12406,Terry PLC,Canada,2020-11-23
erp_customers,I,2022-05-09,1,CUST12415,Inc Villa,US,2022-05-09
erp_customers,I,2021-07-19,1,CUST12444,Cook Group,USA,2021-07-19
erp_customers,I,2022-08-29,1,CUST12473,and Sons Perez,India,2022-08-29
erp_customers,I,2022-04-11,1,CUST12519,Ltd Henry,Germany,2022-04-11
erp_customers,I,2020-04-23,1,CUST12529,Seize Web-Enabled Web Services,CA,2020-04-23
erp_customers,D,2020-06-14,2,CUST12529,Seize Web-Enabled Web Services,CA,2020-04-23
erp_customers,I,2022-11-04,1,CUST12558,Weeks and Sons,US,2022-11-04
erp_customers,I,2020-05-18,1,CUST12581,Unleash 24/365 Synergies,USA,2020-05-18
erp_customers,I,2022-11-30,1,CUST12585,Leverage 24/365 Systems,CA,2022-11-30
erp_customers,I,2021-11-01,1,CUST12587,Engineer Real-Time Metrics,US,2021-11-01
erp_customers,I,2022-09-02,1,CUST12592,LLC Knapp,DE,2022-09-02
erp_customers,U,2023-08-24,2,CUST12592,Exploit Bricks-And-Clicks Methodologies,DE,2022-09-02
erp_customers,I,2021-10-31,1,CUST12650,Optimize Web-Enabled Deliverables,Canada,2021-10-31
erp_customers,U,2022-10-21,2,CUST12650,Optimize Web-Enabled Deliverables,Germany,2021-10-31
erp_customers,D,2023-03-04,3,CUST12650,Optimize Web-Enabled Deliverables,Germany,2021-10-31
erp_customers,I,2020-06-23,1,CUST12668,Drive Turn-Key Solutions,DE,2020-06-23
erp_customers,I,2020-01-18,1,CUST12715,"Reyes, Carroll and Davis",CA,2020-01-18
erp_customers,U,2020-02-17,2,CUST12715,"Reyes, Carroll and Davis",DE,2020-01-18
erp_customers,I,2020-08-12,1,CUST12718,LLC Smith,CA,2020-08-12
erp_customers,I,2020-06-26,1,CUST12815,Enable Real-Time Niches,USA,2020-06-26
erp_customers,I,2022-07-29,1,CUST12831,"Ward, Richardson and Green",DE,2022-07-29
erp_customers,I,2022-09-14,1,CUST12850,Hughes Group,Germany,2022-09-14
erp_customers,U,2023-07-16,2,CUST12850,Enhance Strategic Relationships,Germany,2022-09-14
erp_customers,I,2020-04-25,1,CUST12874,Jones and Sons,IND,2020-04-25
erp_customers,I,2021-10-15,1,CUST12922,Group Le,Canada,2021-10-15
erp_customers,I,2022-08-02,1,CUST12953,Sanchez Ltd,IND,2022-08-02
erp_customers,U,2022-12-20,2,CUST12953,Implement Next-Generation Info-Mediaries,IND,2022-08-02
erp_customers,I,2021-04-25,1,CUST13158,Aggregate Cutting-Edge E-Markets,US,2021-04-25
erp_customers,I,2020-04-30,1,CUST13164,Orchestrate Plug-And-Play Platforms,Samoa,2020-04-30
erp_customers,I,2021-12-29,1,CUST13165,Strategize Back-End Mindshare,Tanzania,2021-12-29
erp_customers,U,2022-01-14,2,CUST13165,Strategize Back-End Mindshare,IND,2021-12-29
erp_customers,I,2020-11-01,1,CUST13206,Repurpose Wireless Models,USA,2020-11-01
erp_customers,I,2022-02-27,1,CUST13248,Harness Sticky Metrics,Denmark,2022-02-27
erp_customers,U,2022-04-28,2,CUST13248,Harness Sticky Metrics,IND,2022-02-27
erp_customers,D,2023-02-03,3,CUST13248,Harness Sticky Metrics,IND,2022-02-27
erp_customers,I,2022-12-16,1,CUST13251,"Clements, Burton and Patton",Germany,2022-12-16
erp_customers,I,2021-08-28,1,CUST13310,Mesh Bleeding-Edge Content,Saint Vincent and the Grenadines,2021-08-28
erp_customers,U,2022-07-26,2,CUST13310,"Singh, Beck and Allen",Saint Vincent and the Grenadines,2021-08-28
erp_customers,D,2023-03-16,3,CUST13310,"Singh, Beck and Allen",Saint Vincent and the Grenadines,2021-08-28
erp_customers,I,2022-11-25,1,CUST13394,Lee-Velasquez,US,2022-11-25
erp_customers,U,2023-05-22,2,CUST13394,Lee-Velasquez,Honduras,2022-11-25
erp_customers,I,2021-05-03,1,CUST13409,E-Enable Frictionless Supply-Chains,Spain,2021-05-03
erp_customers,I,2022-12-22,1,CUST13506,Inc Kane,Germany,2022-12-22
erp_customers,U,2023-09-09,2,CUST13506,Inc Kane,DE,2022-12-22
erp_customers,I,2021-01-10,1,CUST13514,Inc Kim,Congo,2021-01-10
erp_customers,D,2021-09-19,2,CUST13514,Inc Kim,Congo,2021-01-10
erp_customers,I,2021-01-11,1,CUST13526,Group Anderson,Cape Verde,2021-01-11
erp_customers,I,2022-08-07,1,CUST13590,"Graham, Benton and Jackson",India,2022-08-07
erp_customers,U,2022-10-14,2,CUST13590,Snyder and Sons,India,2022-08-07
erp_customers,D,2023-03-27,3,CUST13590,Snyder and Sons,India,2022-08-07
erp_customers,I,2021-01-02,1,CUST13595,"Ramirez, Strickland and Washington",USA,2021-01-02
erp_customers,U,2021-05-05,2,CUST13595,"Ramirez, Strickland and Washington",United States,2021-01-02
erp_customers,I,2022-09-18,1,CUST13659,Synergize Bleeding-Edge E-Services,DE,2022-09-18
erp_customers,I,2022-04-06,1,CUST13667,"Wise, Gray and Snyder",US,2022-04-06
erp_customers,I,2022-07-18,1,CUST13701,Scale Intuitive Solutions,IND,2022-07-18
erp_customers,I,2021-02-01,1,CUST13711,"Tucker, Smith and Heath",DE,2021-02-01
erp_customers,U,2021-07-05,2,CUST13711,Iterate Collaborative Vortals,DE,2021-02-01
erp_customers,I,2022-10-06,1,CUST13723,Group Sanchez,United States,2022-10-06
erp_customers,U,2023-06-09,2,CUST13723,Thompson LLC,United States,2022-10-06
erp_customers,I,2022-02-12,1,CUST13734,Deliver 24/7 Niches,United States,2022-02-12
erp_customers,U,2023-01-03,2,CUST13734,Engineer Visionary Communities,United States,2022-02-12
erp_customers,I,2022-07-08,1,CUST13759,Streamline Impactful Networks,IND,2022-07-08
erp_customers,I,2022-02-17,1,CUST13812,Smith-Walker,CA,2022-02-17
erp_customers,D,2022-05-21,2,CUST13812,Smith-Walker,CA,2022-02-17
erp_customers,I,2021-05-20,1,CUST13881,Exploit Value-Added Web-Readiness,IND,2021-05-20
erp_customers,U,2021-12-05,2,CUST13881,Exploit Value-Added Web-Readiness,Canada,2021-05-20
erp_customers,I,2020-03-25,1,CUST13893,Strategize Strategic Experiences,United States,2020-03-25
erp_customers,I,2022-01-12,1,CUST13893,Group Robinson,CA,2022-01-12
erp_customers,I,2020-12-29,1,CUST13894,Incubate E-Business Portals,Eritrea,2020-12-29
erp_customers,U,2021-03-10,2,CUST13894,Incubate E-Business Portals,CA,2020-12-29
erp_customers,I,2022-08-09,1,CUST13937,Scott LLC,CA,2022-08-09
erp_customers,D,2023-04-30,2,CUST13937,Scott LLC,CA,2022-08-09
erp_customers,I,2020-06-04,1,CUST13975,Generate Seamless Interfaces,USA,2020-06-04
erp_customers,I,2022-05-12,1,CUST13993,Johnston LLC,IND,2022-05-12
erp_customers,U,2022-12-30,2,CUST13993,Johnston LLC,Germany,2022-05-12
erp_customers,D,2023-04-02,3,CUST13993,Johnston LLC,Germany,2022-05-12
erp_customers,I,2020-07-24,1,CUST14172,Taylor Inc,United States,2020-07-24
erp_customers,U,2021-01-07,2,CUST14172,Orchestrate Leading-Edge Portals,United States,2020-07-24
erp_customers,I,2020-03-13,1,CUST14178,PLC Glass,US,2020-03-13
erp_customers,I,2020-01-19,1,CUST14229,Maximize Sticky Functionalities,US,2020-01-19
erp_customers,U,2020-03-19,2,CUST14229,Maximize Sticky Functionalities,DE,2020-01-19
erp_customers,I,2020-08-20,1,CUST14234,Padilla and Sons,United States,2020-08-20
erp_customers,U,2021-08-13,2,CUST14234,Orchestrate One-To-One Eyeballs,United States,2020-08-20
erp_customers,I,2020-01-30,1,CUST14249,Implement Viral E-Tailers,USA,2020-01-30
erp_customers,U,2020-10-10,2,CUST14249,Embrace Dot-Com Web-Readiness,USA,2020-01-30
erp_customers,I,2022-10-29,1,CUST14282,Enhance Dot-Com Metrics,United States,2022-10-29
erp_customers,I,2020-08-23,1,CUST14303,Brand Integrated Synergies,IND,2020-08-23
erp_customers,U,2021-01-10,2,CUST14303,Deliver Killer Applications,IND,2020-08-23
erp_customers,I,2021-04-23,1,CUST14319,LLC Davis,IND,2021-04-23
erp_customers,I,2022-03-26,1,CUST14462,Inc Davis,DE,2022-03-26
erp_customers,I,2020-07-17,1,CUST14485,Ltd Anderson,USA,2020-07-17
erp_customers,U,2021-02-19,2,CUST14485,Ltd Anderson,Canada,2020-07-17
erp_customers,D,2021-09-14,3,CUST14485,Ltd Anderson,Canada,2020-07-17
erp_customers,I,2021-04-11,1,CUST14495,Ltd Gallegos,USA,2021-04-11
erp_customers,U,2021-05-10,2,CUST14495,Long LLC,USA,2021-04-11
erp_customers,I,2022-10-01,1,CUST14580,Ltd Oliver,Canada,2022-10-01
erp_customers,D,2022-11-27,2,CUST14580,Ltd Oliver,Canada,2022-10-01
erp_customers,I,2020-07-19,1,CUST14630,Productize Back-End Relationships,Germany,2020-07-19
erp_customers,U,2021-04-07,2,CUST14630,"Butler, Solomon and Nixon",Germany,2020-07-19
erp_customers,I,2021-04-02,1,CUST14703,"Ali, Davis and Richardson",United States,2021-04-02
erp_customers,I,2021-02-14,1,CUST14742,Alvarez Inc,United States,2021-02-14
erp_customers,D,2021-03-31,2,CUST14742,Alvarez Inc,United States,2021-02-14
erp_customers,I,2020-06-02,1,CUST14744,and Sons Lopez,DE,2020-06-02
erp_customers,I,2022-11-06,1,CUST14752,PLC Warner,Canada,2022-11-06
erp_customers,I,2022-08-30,1,CUST14764,Empower Customized Markets,Paraguay,2022-08-30
erp_customers,I,2020-02-10,1,CUST14784,Re-Intermediate Open-Source Niches,US,2020-02-10
erp_customers,I,2020-06-30,1,CUST14826,LLC Mcguire,Germany,2020-06-30
erp_customers,I,2022-10-20,1,CUST14881,"Jackson, Jackson and Perry",India,2022-10-20
erp_customers,I,2020-09-12,1,CUST14957,Harrell-Hebert,Germany,2020-09-12
erp_customers,I,2021-03-28,1,CUST14959,Henry-Taylor,DE,2021-03-28
erp_customers,U,2021-04-03,2,CUST14959,Henry-Taylor,IND,2021-03-28
erp_customers,I,2020-11-06,1,CUST15102,Stewart-Cabrera,Canada,2020-11-06
erp_customers,I,2020-05-08,1,CUST15125,Russell Ltd,CA,2020-05-08
erp_customers,I,2022-10-05,1,CUST15143,Inc Tran,,2022-10-05
erp_customers,D,2023-01-02,2,CUST15143,Inc Tran,,2022-10-05
erp_customers,I,2022-03-18,1,CUST15165,and Sons Maxwell,US,2022-03-18
erp_customers,U,2022-05-14,2,CUST15165,and Sons Maxwell,IND,2022-03-18
erp_customers,I,2020-11-07,1,CUST15244,Transition Mission-Critical E-Commerce,Canada,2020-11-07
erp_customers,I,2020-12-11,1,CUST15304,Iterate Compelling Relationships,Niger,2020-12-11
erp_customers,I,2021-02-21,1,CUST15323,Allen-Ryan,United States,2021-02-21
erp_customers,I,2020-10-12,1,CUST15341,LLC Anderson,CA,2020-10-12
erp_customers,U,2021-09-03,2,CUST15341,LLC Anderson,India,2020-10-12
erp_customers,I,2022-08-14,1,CUST15352,LLC Norton,Germany,2022-08-14
erp_customers,I,2021-08-12,1,CUST15356,Orchestrate B2B Content,United States,2021-08-12
erp_customers,U,2022-07-17,2,CUST15356,Orchestrate B2B Content,IND,2021-08-12
erp_customers,I,2022-06-03,1,CUST15363,Unleash Customized Portals,IND,2022-06-03
erp_customers,U,2023-01-05,2,CUST15363,Unleash Customized Portals,IND,2022-06-03
erp_customers,I,2022-05-18,1,CUST15402,Lara-Martin,Canada,2022-05-18
erp_customers,I,2021-06-14,1,CUST15424,Group Cox,Palau,2021-06-14
erp_customers,U,2021-08-11,2,CUST15424,Group Cox,IND,2021-06-14
erp_customers,I,2021-09-08,1,CUST15586,Transition Dot-Com Systems,US,2021-09-08
erp_customers,I,2021-02-21,1,CUST15642,Inc Vincent,Germany,2021-02-21
erp_customers,I,2021-06-16,1,CUST15683,LLC Gallegos,USA,2021-06-16
erp_customers,I,2020-05-09,1,CUST15710,Exploit Seamless Infrastructures,India,2020-05-09
erp_customers,U,2020-12-17,2,CUST15710,Exploit Seamless Infrastructures,Germany,2020-05-09
erp_customers,I,2020-07-26,1,CUST15782,Rogers-Kim,CA,2020-07-26
erp_customers,U,2020-11-07,2,CUST15782,Rogers-Kim,CA,2020-07-26
erp_customers,I,2022-04-08,1,CUST15912,Deliver Synergistic Initiatives,Australia,2022-04-08
erp_customers,I,2020-01-27,1,CUST15946,Incentivize Best-Of-Breed Platforms,US,2020-01-27
erp_customers,D,2020-04-24,2,CUST15946,Incentivize Best-Of-Breed Platforms,US,2020-01-27
erp_customers,I,2020-07-20,1,CUST15947,Group Kramer,,2020-07-20
erp_customers,U,2020-09-22,2,CUST15947,Group Kramer,CA,2020-07-20
erp_customers,I,2020-06-16,1,CUST15959,"Smith, Nguyen and Guerra",Canada,2020-06-16
erp_customers,I,2021-11-20,1,CUST16088,Productize Cross-Media Relationships,IND,2021-11-20
erp_customers,I,2021-05-28,1,CUST16135,Acosta-Madden,DE,2021-05-28
erp_customers,U,2021-07-04,2,CUST16135,and Sons Newton,DE,2021-05-28
erp_customers,I,2021-08-31,1,CUST16135,Holder-Warner,US,2021-08-31
erp_customers,I,2022-12-28,1,CUST16215,Disintermediate Mission-Critical Technologies,Germany,2022-12-28
erp_customers,I,2021-09-06,1,CUST16226,Group Weaver,USA,2021-09-06
erp_customers,U,2022-05-21,2,CUST16226,Thornton-Lamb,USA,2021-09-06
erp_customers,I,2021-11-09,1,CUST16346,"Curry, Gonzales and Sandoval",Canada,2021-11-09
erp_customers,I,2021-01-10,1,CUST16481,Hardy LLC,CA,2021-01-10
erp_customers,I,2022-02-02,1,CUST16500,"Sanchez, Greer and Mejia",US,2022-02-02
erp_customers,I,2021-02-18,1,CUST16554,Utilize Cross-Media Models,United States,2021-02-18
erp_customers,U,2021-11-09,2,CUST16554,Utilize Cross-Media Models,United States,2021-02-18
erp_customers,I,2021-01-01,1,CUST16582,and Sons Cervantes,United States,2021-01-01
erp_customers,D,2021-01-12,2,CUST16582,and Sons Cervantes,United States,2021-01-01
erp_customers,I,2020-10-15,1,CUST16682,Drive Compelling E-Services,Canada,2020-10-15
erp_customers,I,2020-04-17,1,CUST16872,Visualize Virtual Methodologies,DE,2020-04-17
erp_customers,I,2021-03-27,1,CUST16901,Velasquez-Turner,United States,2021-03-27
erp_customers,U,2021-11-02,2,CUST16901,Velasquez-Turner,United States,2021-03-27
erp_customers,I,2022-11-15,1,CUST16933,Watkins Ltd,CA,2022-11-15
erp_customers,I,2021-03-21,1,CUST16975,Robinson-Williams,IND,2021-03-21
erp_customers,I,2022-03-04,1,CUST17003,"Clark, Rodriguez and Horton",Germany,2022-03-04
erp_customers,I,2022-04-17,1,CUST17051,Ltd Brown,Canada,2022-04-17
erp_customers,U,2022-10-06,2,CUST17051,Ltd Brown,Canada,2022-04-17
erp_customers,I,2020-06-04,1,CUST17079,Re-Intermediate Scalable Deliverables,United Kingdom,2020-06-04
erp_customers,U,2021-02-25,2,CUST17079,Re-Intermediate Scalable Deliverables,DE,2020-06-04
erp_customers,I,2022-11-12,1,CUST17098,"Gates, Bailey and Martin",Germany,2022-11-12
erp_customers,U,2022-11-25,2,CUST17098,"Gates, Bailey and Martin",CA,2022-11-12
erp_customers,I,2022-08-22,1,CUST17206,Exploit Web-Enabled Platforms,DE,2022-08-22
erp_customers,I,2022-06-20,1,CUST17238,Streamline Magnetic Channels,,2022-06-20
erp_customers,I,2022-04-23,1,CUST17245,Morph Synergistic Deliverables,United States,2022-04-23
erp_customers,D,2022-07-30,2,CUST17245,Morph Synergistic Deliverables,United States,2022-04-23
erp_customers,I,2021-12-22,1,CUST17246,Love Inc,United States,2021-12-22
erp_customers,I,2022-06-26,1,CUST17294,"Blackwell, Sanders and Larsen",USA,2022-06-26
erp_customers,U,2023-01-04,2,CUST17294,"Blackwell, Sanders and Larsen",Sierra Leone,2022-06-26
erp_customers,I,2022-02-02,1,CUST17307,and Sons Brown,Germany,2022-02-02
erp_customers,I,2020-02-15,1,CUST17481,"Sharp, Adams and Thomas",Germany,2020-02-15
erp_customers,I,2020-09-27,1,CUST17512,Incubate Distributed Eyeballs,India,2020-09-27
erp_customers,I,2022-01-27,1,CUST17519,Camacho Inc,DE,2022-01-27
erp_customers,I,2020-08-20,1,CUST17588,Aguilar-Holland,CA,2020-08-20
erp_customers,U,2020-11-19,2,CUST17588,Jackson-Norton,CA,2020-08-20
erp_customers,I,2022-03-23,1,CUST17603,Bryant Group,US,2022-03-23
erp_customers,I,2020-02-16,1,CUST17678,Leverage Killer Solutions,Canada,2020-02-16
erp_customers,I,2022-05-31,1,CUST17741,Benchmark Scalable Eyeballs,Germany,2022-05-31
erp_customers,D,2023-05-09,2,CUST17741,Benchmark Scalable Eyeballs,Germany,2022-05-31
erp_customers,I,2020-07-16,1,CUST17762,Synthesize Vertical Supply-Chains,United States,2020-07-16
erp_customers,U,2020-11-29,2,CUST17762,Enhance Sticky Networks,United States,2020-07-16
erp_customers,I,2021-12-29,1,CUST17766,Synthesize Magnetic Applications,India,2021-12-29
erp_customers,U,2022-11-07,2,CUST17766,Synthesize Magnetic Applications,USA,2021-12-29
erp_customers,D,2022-11-18,3,CUST17766,Synthesize Magnetic Applications,USA,2021-12-29
erp_customers,I,2020-06-15,1,CUST17819,Hickman-Patterson,,2020-06-15
erp_customers,U,2020-10-08,2,CUST17819,Hickman-Patterson,CA,2020-06-15
erp_customers,I,2020-01-16,1,CUST17822,Powell-Sanford,USA,2020-01-16
erp_customers,U,2020-12-16,2,CUST17822,Powell-Sanford,United States,2020-01-16
erp_customers,D,2021-01-28,3,CUST17822,Powell-Sanford,United States,2020-01-16
erp_customers,I,2020-05-31,1,CUST17826,Maxwell-Smith,DE,2020-05-31
erp_customers,D,2021-01-11,2,CUST17826,Maxwell-Smith,DE,2020-05-31
erp_customers,I,2022-05-04,1,CUST18013,Ltd Lopez,United States,2022-05-04
erp_customers,U,2022-07-04,2,CUST18013,Ltd Lopez,Germany,2022-05-04
erp_customers,I,2022-01-10,1,CUST18021,and Sons Stevens,Germany,2022-01-10
erp_customers,I,2022-02-28,1,CUST18081,Drive Collaborative Solutions,India,2022-02-28
erp_customers,I,2021-08-26,1,CUST18166,Envisioneer Rich E-Markets,DE,2021-08-26
erp_customers,I,2022-09-12,1,CUST18168,Target Plug-And-Play Experiences,India,2022-09-12
erp_customers,I,2021-12-19,1,CUST18215,Group Fuller,USA,2021-12-19
erp_customers,I,2021-09-05,1,CUST18230,LLC Cox,DE,2021-09-05
erp_customers,U,2022-04-11,2,CUST18230,LLC Cox,IND,2021-09-05
erp_customers,I,2022-11-15,1,CUST18237,LLC Taylor,Papua New Guinea,2022-11-15
erp_customers,I,2022-05-15,1,CUST18324,Cole-Huff,United States,2022-05-15
erp_customers,I,2022-12-02,1,CUST18345,Inc Porter,CA,2022-12-02
erp_customers,I,2020-09-19,1,CUST18354,Facilitate Interactive Relationships,,2020-09-19
erp_customers,I,2021-09-01,1,CUST18357,Moore Group,US,2021-09-01
erp_customers,I,2021-08-05,1,CUST18385,Mesh 24/7 Info-Mediaries,Russian Federation,2021-08-05
erp_customers,U,2022-01-15,2,CUST18385,Brock Group,Russian Federation,2021-08-05
erp_customers,D,2022-11-02,3,CUST18385,Brock Group,Russian Federation,2021-08-05
erp_customers,I,2020-11-29,1,CUST18421,Implement Impactful E-Tailers,DE,2020-11-29
erp_customers,U,2021-10-22,2,CUST18421,Inc Bishop,DE,2020-11-29
erp_customers,I,2021-01-15,1,CUST18601,Henderson-Smith,United States,2021-01-15
erp_customers,I,2020-05-21,1,CUST18611,"Delgado, Ward and Kennedy",,2020-05-21
erp_customers,I,2022-04-03,1,CUST18611,David-Lam,DE,2022-04-03
erp_customers,U,2022-11-20,2,CUST18611,PLC Johns,DE,2022-04-03
erp_customers,I,2020-12-16,1,CUST18626,Inc Collins,United States,2020-12-16
erp_customers,I,2022-11-13,1,CUST18659,Unleash Turn-Key Deliverables,Canada,2022-11-13
erp_customers,U,2023-04-02,2,CUST18659,"Moran, Jensen and Richardson",Canada,2022-11-13
erp_customers,D,2023-05-04,3,CUST18659,"Moran, Jensen and Richardson",Canada,2022-11-13
erp_customers,I,2021-02-10,1,CUST18678,Frye-Elliott,India,2021-02-10
erp_customers,I,2021-10-14,1,CUST18724,Ltd Galvan,DE,2021-10-14
erp_customers,D,2022-04-26,2,CUST18724,Ltd Galvan,DE,2021-10-14
erp_customers,I,2022-04-20,1,CUST18827,LLC Greene,Qatar,2022-04-20
erp_customers,D,2022-09-14,2,CUST18827,LLC Greene,Qatar,2022-04-20
erp_customers,I,2020-12-09,1,CUST18880,Harding and Sons,US,2020-12-09
erp_customers,I,2021-06-25,1,CUST18896,Expedite Leading-Edge Roi,US,2021-06-25
erp_customers,I,2020-01-04,1,CUST18911,Expedite 24/7 E-Markets,,2020-01-04
erp_customers,U,2020-12-18,2,CUST18911,Deliver Interactive Web Services,,2020-01-04
erp_customers,I,2021-02-15,1,CUST18993,Johnson and Sons,IND,2021-02-15
erp_customers,U,2022-02-02,2,CUST18993,"Doyle, Larsen and Wilson",IND,2021-02-15
erp_customers,I,2021-04-19,1,CUST19026,"Bailey, Rivera and Lawrence",,2021-04-19
erp_customers,I,2020-08-24,1,CUST19107,Inc Ruiz,USA,2020-08-24
erp_customers,I,2022-04-29,1,CUST19194,"Barnes, Perez and Lara",US,2022-04-29
erp_customers,I,2021-05-07,1,CUST19240,English-Dominguez,Canada,2021-05-07
erp_customers,U,2022-02-07,2,CUST19240,and Sons Bentley,Canada,2021-05-07
erp_customers,I,2022-12-01,1,CUST19337,Group Mccoy,CA,2022-12-01
erp_customers,D,2023-06-14,2,CUST19337,Group Mccoy,CA,2022-12-01
erp_customers,I,2021-11-29,1,CUST19350,LLC Garza,CA,2021-11-29
erp_customers,D,2021-12-06,2,CUST19350,LLC Garza,CA,2021-11-29
erp_customers,I,2020-04-08,1,CUST19352,Re-Contextualize Cutting-Edge Partnerships,Germany,2020-04-08
erp_customers,U,2021-01-19,2,CUST19352,Re-Contextualize Cutting-Edge Partnerships,Canada,2020-04-08
erp_customers,I,2022-10-16,1,CUST19354,LLC Norman,IND,2022-10-16
erp_customers,I,2020-05-16,1,CUST19368,PLC Ward,India,2020-05-16
erp_customers,D,2020-12-29,2,CUST19368,PLC Ward,India,2020-05-16
erp_customers,I,2021-03-31,1,CUST19379,Streamline 24/365 Synergies,India,2021-03-31
erp_customers,D,2021-12-29,2,CUST19379,Streamline 24/365 Synergies,India,2021-03-31
erp_customers,I,2022-01-17,1,CUST19453,Expedite Compelling E-Tailers,United States,2022-01-17
erp_customers,I,2020-10-29,1,CUST19515,Inc Dunn,Suriname,2020-10-29
erp_customers,U,2021-08-23,2,CUST19515,Inc Dunn,United States,2020-10-29
erp_customers,I,2021-04-27,1,CUST19543,LLC Jackson,Germany,2021-04-27
erp_customers,I,2020-01-06,1,CUST19570,Implement B2B Initiatives,,2020-01-06
