payment_id,order_ref,payment_date,payment_amount,payment_method
PAY11245,ORD40194,2022-09-25,3334.98,Cash
PAY56985,ORD03090,2022-07-17,3353.25,CreditCard
PAY21195,ORD12251,2020-07-30,3528.86,BankTransfer
PAY39498,ORD97590,2021-10-12,3089.75,Cash
PAY24490,ORD64670,2021-03-25,501.76,CreditCard
PAY44650,ORD56727,2021-10-19,4775.88,Cash
PAY86332,ORD64004,2021-12-06,4546.38,BankTransfer
PAY43326,ORD64637,2021-03-28,4258.67,Bank Transfer
PAY05248,ORD25908,2022-10-27,243.37,Cash
PAY55429,ORD72318,2021-11-15,971.03,CreditCard
PAY64326,ORD32484,2021-01-08,3353.04,Credit Card
PAY04611,ORD99700,2021-10-05,3766.5,Credit Card
PAY49523,ORD21965,2021-02-02,3677.71,CreditCard
PAY80576,ORD20414,2020-06-16,2882.89,CreditCard
PAY92596,ORD96766,2020-10-07,1696.22,Credit Card
PAY23731,ORD97556,2021-01-17,3916.25,BankTransfer
PAY15624,ORD44580,2022-12-20,4072.46,Cash
PAY74540,ORD53717,2021-07-10,3320.65,Credit Card
PAY23113,ORD46454,2021-06-06,422.18,CreditCard
PAY05185,ORD42307,2021-07-24,2910.71,Bank Transfer
PAY81270,ORD96655,2021-02-19,3717.07,CreditCard
PAY49369,ORD05452,2020-10-01,3595.87,Credit Card
PAY11802,ORD89510,2020-12-13,2771.72,BankTransfer
PAY71845,ORD68638,2022-04-09,4990.29,BankTransfer
PAY76394,,2020-06-13,4762.46,BankTransfer
PAY15877,ORD43909,2021-01-25,3351.45,BankTransfer
PAY80266,ORD57065,2022-03-16,895.43,Bank Transfer
PAY79935,ORD96782,2022-02-08,2830.69,BankTransfer
PAY17996,ORD89572,2021-09-25,3306.75,Bank Transfer
PAY51969,ORD45519,2022-05-14,3012.93,BankTransfer
PAY36590,ORD34206,2022-02-27,544.8,BankTransfer
PAY29709,,2021-03-03,1712.8,BankTransfer
PAY28932,ORD27889,2022-03-06,1262.13,Credit Card
PAY54536,ORD69215,2020-11-30,1682.06,Bank Transfer
PAY79497,ORD48018,2022-11-26,4649.67,Credit Card
PAY01405,ORD16751,2022-03-29,3048.25,Bank Transfer
PAY24891,ORD58679,2021-10-24,3903.36,Cash
PAY15711,ORD65756,2021-07-21,3204.32,Cash
PAY93335,ORD13602,2021-11-21,1204.53,Cash
PAY60469,ORD71909,2021-08-13,1384.67,Cash
PAY34251,ORD98024,2022-04-28,4551.4,Credit Card
PAY46549,ORD80513,2022-05-06,1142.96,BankTransfer
PAY27694,ORD22611,2022-01-04,1112.65,BankTransfer
PAY37086,ORD10538,2021-10-28,1635.65,CreditCard
PAY11794,ORD89351,2022-10-23,3865.35,BankTransfer
PAY47174,,2020-01-31,1977.74,CreditCard
PAY95762,ORD84354,2021-07-21,1339.62,Bank Transfer
PAY68666,ORD10268,2021-10-07,2894.8,Credit Card
PAY43153,ORD14061,2022-12-11,838.83,CreditCard
PAY58436,ORD33437,2022-06-11,480.84,Cash
PAY53502,ORD37288,2022-12-15,3164.74,Credit Card
PAY04176,ORD59542,2020-03-20,1504.73,Cash
PAY38205,,2022-08-11,3374.73,Bank Transfer
PAY95676,ORD95836,2022-04-21,2510.16,BankTransfer
PAY87266,ORD10212,2021-03-14,4481.54,Bank Transfer
PAY80890,ORD67722,2022-03-28,1248.51,Bank Transfer
PAY87339,ORD52107,2020-02-28,4874.6,Bank Transfer
PAY41787,ORD55017,2021-01-31,2072.56,CreditCard
PAY59570,ORD34827,2022-07-22,780.12,Credit Card
PAY97562,ORD39268,2022-02-04,2848.58,Cash
PAY12140,ORD10930,2022-03-03,2319.4,Credit Card
PAY57355,ORD18867,2022-07-29,4158.07,Cash
PAY36234,,2021-12-10,1202.28,CreditCard
PAY75153,ORD52382,2020-07-12,4282.48,Credit Card
PAY32009,ORD32840,2021-01-14,3813.31,Credit Card
PAY23488,,2021-07-02,3720.56,Credit Card
PAY07753,ORD29685,2022-10-23,3158.72,Credit Card
PAY21416,ORD53968,2021-03-31,162.15,Cash
PAY35463,ORD55234,2021-01-18,3437.07,CreditCard
PAY89509,ORD04197,2022-03-16,2951.08,Credit Card
PAY41187,ORD34690,2022-09-29,927.13,Cash
PAY71885,ORD47947,2020-08-22,2325.47,Cash
PAY43068,ORD48086,2021-01-11,4243.49,Credit Card
PAY57610,ORD37641,2021-05-12,4589.46,Cash
PAY88473,ORD59515,2022-06-01,470.59,Cash
PAY75791,ORD64447,2022-04-27,1641.46,Bank Transfer
PAY80334,ORD00342,2022-01-13,1361.06,Credit Card
PAY36757,ORD44339,2021-08-06,3794.58,BankTransfer
PAY97586,ORD10766,2022-07-31,4126.01,BankTransfer
PAY71597,ORD47725,2020-02-03,4288.78,Credit Card
PAY50033,ORD99948,2021-01-02,1103.64,CreditCard
PAY98250,ORD11446,2022-03-13,4157.21,Credit Card
PAY03315,ORD16428,2021-04-20,539.02,Bank Transfer
PAY08595,ORD10868,2021-11-26,1809.93,Bank Transfer
PAY31609,ORD25391,2020-07-31,4483.15,CreditCard
PAY98098,ORD95454,2020-04-06,1957.22,BankTransfer
PAY13953,ORD35727,2022-02-25,2658.32,BankTransfer
PAY52755,ORD81161,2020-03-29,2399.8,Bank Transfer
PAY20100,ORD36802,2021-10-09,1376.58,BankTransfer
PAY73578,ORD96157,2021-08-12,488.18,BankTransfer
PAY56999,,2022-05-05,875.45,Credit Card
PAY30256,ORD75444,2021-12-13,3313.17,Cash
PAY59033,ORD13682,2020-02-15,3037.21,Bank Transfer
PAY66821,ORD86027,2020-04-22,1379.3,Credit Card
PAY72767,ORD18141,2020-04-07,2163.88,Cash
PAY48176,ORD11101,2020-04-08,481.8,Cash
PAY84528,,2021-01-23,498.94,BankTransfer
PAY51302,ORD11902,2020-08-19,797.82,Cash
PAY31650,ORD56865,2021-02-17,4835.48,CreditCard
PAY92269,ORD84586,2020-04-22,1308.67,Cash
PAY55825,ORD21075,2021-08-07,1655.99,Bank Transfer
PAY66016,,2021-11-06,4683.88,CreditCard
PAY00202,ORD52759,2021-09-17,1840.68,Bank Transfer
PAY97961,ORD95822,2022-06-15,1453.1,Cash
PAY51347,ORD48888,2021-02-09,407.73,Credit Card
PAY93642,ORD07872,2020-05-30,3934.38,BankTransfer
PAY60564,ORD00900,2022-08-10,1005.52,CreditCard
PAY66175,ORD59111,2020-05-13,1796.85,BankTransfer
PAY12399,ORD84133,2022-02-05,3130.06,Credit Card
PAY55798,ORD67185,2020-04-06,3178.51,Cash
PAY21074,,2021-05-16,57.6,Bank Transfer
PAY61382,ORD94274,2021-10-12,1642.08,CreditCard
PAY49427,ORD72970,2021-07-01,626.09,Bank Transfer
PAY54189,ORD34206,2021-12-25,519.29,Bank Transfer
PAY62267,ORD21502,2021-02-08,3624.2,CreditCard
PAY63139,ORD96213,2021-01-15,1954.36,Cash
PAY51163,ORD02159,2020-01-16,122.83,Credit Card
PAY57688,ORD43827,2022-11-09,3670.96,Cash
PAY25645,ORD07351,2022-03-05,3584.31,Cash
PAY16564,ORD56727,2022-04-26,2177.79,Credit Card
PAY97046,ORD68211,2021-10-23,80.54,Cash
PAY22570,ORD44482,2022-11-29,2845.43,CreditCard
PAY02955,ORD37742,2022-01-29,343.64,Credit Card
PAY41207,ORD05622,2021-11-15,832.91,Credit Card
PAY52851,ORD14714,2020-03-14,746.36,CreditCard
PAY00650,ORD62877,2020-09-28,4777.69,Bank Transfer
PAY40658,ORD67679,2020-02-21,4267.0,Cash
PAY42623,ORD77431,2022-06-26,1099.82,CreditCard
PAY76754,ORD44333,2020-01-09,2458.56,BankTransfer
PAY93481,ORD63938,2020-09-10,3231.25,BankTransfer
PAY81421,ORD91042,2022-08-31,1525.27,CreditCard
PAY26494,ORD89102,2021-10-27,2542.04,Cash
PAY44070,ORD23359,2022-04-06,4914.04,CreditCard
PAY79915,ORD18765,2020-09-25,749.3,Bank Transfer
PAY17433,ORD05622,2021-03-26,3203.31,Cash
PAY93621,ORD16422,2022-10-15,641.14,BankTransfer
PAY20940,ORD23831,2020-02-03,3778.69,Bank Transfer
PAY79028,ORD50585,2022-06-07,4981.74,BankTransfer
PAY52059,ORD36640,2020-09-05,1051.88,Bank Transfer
PAY28892,ORD63671,2022-03-18,3155.77,CreditCard
PAY55030,ORD93601,2020-03-22,3310.81,Credit Card
PAY87960,ORD78321,2022-11-19,3326.96,Cash
PAY24409,ORD89752,2021-04-23,4647.98,CreditCard
PAY35520,ORD27405,2020-12-28,2325.6,Credit Card
PAY47336,ORD76425,2021-01-26,2519.01,Cash
PAY35934,ORD98529,2020-08-19,1334.96,BankTransfer
PAY07503,ORD00580,2021-04-13,1957.29,Credit Card
PAY20457,ORD37389,2021-11-29,3283.11,Bank Transfer
PAY50416,ORD07250,2020-08-20,1067.3,Credit Card
PAY05112,,2022-12-07,2611.83,Bank Transfer
PAY30463,ORD14061,2020-06-08,3174.41,Cash
PAY72088,ORD21030,2022-04-19,3101.24,Cash
PAY69815,ORD14101,2022-05-11,3321.21,Bank Transfer
PAY42472,ORD62877,2022-10-02,1494.74,Bank Transfer
PAY89575,ORD62035,2022-10-25,3518.22,Credit Card
PAY51448,ORD65441,2020-12-13,3740.72,Credit Card
PAY97947,ORD58970,2021-04-13,1021.69,Credit Card
PAY27162,ORD13577,2021-02-25,1440.95,BankTransfer
PAY73903,ORD20401,2021-12-26,648.04,Bank Transfer
PAY45507,ORD18141,2020-02-06,2568.15,Cash
PAY19789,ORD44420,2020-03-15,382.7,Credit Card
PAY07044,ORD12378,2020-05-30,3600.58,Credit Card
PAY25773,ORD96339,2020-11-03,3941.59,BankTransfer
PAY54308,ORD98783,2021-06-03,1070.87,CreditCard
PAY02598,ORD48280,2021-12-13,2640.07,CreditCard
PAY62431,ORD00807,2020-07-11,869.29,Cash
PAY66677,ORD59471,2021-08-08,3339.96,BankTransfer
PAY04744,,2020-01-23,1183.05,Bank Transfer
PAY18242,ORD62487,2022-07-07,2032.66,Bank Transfer
PAY29606,ORD22637,2022-05-06,4815.32,CreditCard
PAY31331,ORD23166,2022-04-21,372.29,Credit Card
PAY78642,ORD56556,2021-10-13,439.08,Credit Card
PAY84312,,2022-06-17,2698.98,CreditCard
PAY06878,ORD78867,2020-06-13,4848.53,Credit Card
PAY78280,ORD81863,2021-07-21,4989.07,Credit Card
PAY92986,ORD34179,2021-08-13,395.33,BankTransfer
PAY27025,ORD65715,2021-02-10,3184.27,Cash
PAY61512,ORD20984,2020-08-08,626.07,CreditCard
PAY79724,,2021-02-25,4327.75,CreditCard
PAY66573,ORD89643,2022-05-03,3510.55,BankTransfer
PAY39856,ORD57761,2022-05-11,3237.04,Cash
PAY46638,ORD94550,2022-11-02,593.36,Credit Card
PAY24486,ORD85177,2020-12-10,3312.01,Cash
PAY34657,ORD22869,2021-10-09,1647.14,Cash
PAY16621,ORD39016,2020-09-01,3705.79,BankTransfer
PAY61537,ORD39592,2022-11-14,3437.96,Credit Card
PAY78745,,2021-09-01,1282.85,Bank Transfer
PAY05928,ORD13529,2022-12-07,4748.88,Credit Card
PAY31411,ORD74399,2022-06-05,522.07,BankTransfer
PAY55220,ORD69993,2021-07-16,3860.69,CreditCard
PAY48321,ORD03393,2021-08-01,4807.87,Credit Card
PAY58055,ORD12783,2020-09-15,2604.82,Credit Card
PAY32914,ORD83163,2022-09-21,688.73,Credit Card
PAY37654,,2022-02-18,4660.07,Credit Card
PAY28076,ORD36221,2021-06-11,4393.08,Cash
PAY20015,ORD97791,2021-10-19,4512.89,Cash
PAY11698,ORD97469,2020-08-23,80.17,BankTransfer
PAY68263,,2020-02-18,2989.42,Credit Card
PAY37969,ORD69993,2020-09-05,4311.8,Credit Card
PAY63355,ORD36016,2022-09-20,1521.69,Cash
PAY39350,ORD06019,2021-01-20,4012.23,Cash
PAY61458,ORD08478,2020-01-10,4417.12,BankTransfer
PAY02883,ORD01817,2021-07-04,4859.83,BankTransfer
PAY60019,ORD89316,2020-11-01,1108.69,Cash
PAY32209,ORD13409,2021-06-04,1495.87,CreditCard
PAY45643,ORD35272,2022-12-26,907.23,Credit Card
PAY78549,ORD62572,2022-09-08,1491.37,Cash
PAY67188,ORD47077,2022-08-13,3702.89,Bank Transfer
PAY50420,ORD01647,2021-08-30,4531.94,BankTransfer
PAY93280,ORD13490,2020-01-08,3503.87,Cash
PAY69874,ORD22579,2020-06-17,4176.96,Cash
PAY29158,,2021-08-19,2535.87,Cash
PAY26819,ORD10149,2020-01-14,4671.34,Bank Transfer
PAY56445,ORD82405,2021-09-08,2711.87,CreditCard
PAY24890,ORD94278,2022-07-19,2578.06,Credit Card
PAY13057,ORD50878,2022-01-05,2460.9,Cash
PAY49043,ORD68211,2020-09-09,164.59,Bank Transfer
PAY47283,ORD08087,2021-09-10,2685.76,Credit Card
PAY02242,ORD50786,2021-05-16,3605.83,Credit Card
PAY55091,ORD58733,2021-07-01,1863.22,Credit Card
PAY23558,ORD12251,2021-02-07,2284.2,CreditCard
PAY19725,ORD19729,2021-05-26,4808.36,Credit Card
PAY60646,ORD79551,2021-06-20,1986.22,Bank Transfer
PAY11742,ORD74028,2020-06-06,494.69,Bank Transfer
PAY64920,ORD44099,2022-11-24,4634.1,Bank Transfer
PAY62043,,2020-04-23,4865.85,BankTransfer
PAY67197,ORD66814,2021-12-06,2122.35,CreditCard
PAY42580,ORD71572,2021-02-26,3688.04,Bank Transfer
PAY66283,ORD96975,2021-05-13,4711.51,Cash
PAY53027,ORD30269,2022-09-02,4579.39,Bank Transfer
PAY59637,ORD34248,2020-11-14,3729.0,Credit Card
PAY06084,ORD32738,2021-04-19,2502.12,BankTransfer
PAY06533,ORD32737,2021-07-28,2078.39,Cash
PAY21046,ORD76548,2021-03-28,1277.89,BankTransfer
PAY48881,ORD98596,2020-04-08,2691.81,Credit Card
PAY24359,ORD59552,2022-04-07,173.31,Cash
PAY31684,ORD36130,2022-08-12,1058.23,Credit Card
PAY03927,ORD17736,2022-03-25,4007.12,BankTransfer
PAY27778,ORD12228,2020-01-23,2739.44,CreditCard
PAY43761,ORD04046,2022-11-03,3108.51,Bank Transfer
PAY24679,,2022-11-26,4831.15,Bank Transfer
PAY02960,,2022-03-19,4255.27,Bank Transfer
PAY13630,ORD37121,2020-09-17,2813.57,CreditCard
PAY94935,ORD65305,2020-02-01,4341.92,CreditCard
PAY04604,ORD97469,2022-06-03,4258.71,BankTransfer
PAY78959,,2022-12-21,2373.82,BankTransfer
PAY99347,ORD85477,2022-02-18,527.93,Credit Card
PAY23677,ORD29690,2022-08-12,3918.97,Cash
PAY12712,ORD01462,2022-01-19,1396.26,Credit Card
PAY44933,ORD96470,2020-04-04,1798.45,Credit Card
PAY88451,ORD30550,2021-12-14,1738.26,Cash
PAY45152,ORD74424,2022-12-10,2473.9,CreditCard
PAY87549,ORD32851,2022-03-11,3411.18,CreditCard
PAY94732,ORD26159,2021-07-24,3144.32,Cash
PAY56061,,2021-11-04,72.42,Credit Card
PAY90437,ORD19909,2022-08-10,3935.04,Credit Card
PAY99861,ORD83568,2022-09-15,2524.72,CreditCard
PAY64320,,2022-06-17,1957.3,Credit Card
PAY40107,ORD66458,2022-11-10,2283.41,Credit Card
PAY45363,ORD78551,2022-08-25,3149.0,Bank Transfer
PAY93009,ORD29990,2021-11-07,4789.19,Credit Card
PAY97294,ORD15878,2021-12-02,2923.81,Bank Transfer
PAY69630,ORD81924,2021-11-22,2793.02,BankTransfer
PAY06057,ORD43011,2021-12-30,137.23,Bank Transfer
PAY23555,ORD42707,2020-12-14,789.76,Bank Transfer
PAY15391,ORD69993,2020-07-18,2619.95,BankTransfer
PAY86916,ORD66916,2020-08-21,3412.58,CreditCard
PAY82949,ORD00345,2020-09-02,3875.0,Credit Card
PAY11451,ORD39191,2020-12-15,1098.7,Cash
PAY88072,ORD96339,2020-06-27,2760.82,Bank Transfer
PAY46277,ORD84003,2020-12-09,3472.93,Cash
PAY61080,ORD26258,2020-03-28,668.55,Bank Transfer
PAY17216,ORD50678,2022-07-20,2246.35,BankTransfer
PAY64851,ORD64476,2021-12-26,1451.1,Cash
PAY84083,ORD98783,2022-07-11,3862.62,CreditCard
PAY49370,ORD50913,2020-12-09,4088.73,BankTransfer
PAY85227,ORD96476,2022-10-26,4529.54,Cash
PAY11781,ORD07262,2020-12-25,1695.1,BankTransfer
PAY67636,ORD13129,2020-09-19,1713.98,Bank Transfer
PAY05621,ORD07688,2021-10-07,990.75,Bank Transfer
PAY19348,ORD49023,2021-02-05,1015.76,Bank Transfer
PAY74494,ORD75570,2021-07-21,1673.56,Bank Transfer
PAY27353,ORD26641,2020-11-24,2950.18,CreditCard
PAY82090,ORD45222,2021-07-25,989.0,Credit Card
PAY59195,ORD15138,2021-03-06,3853.79,Credit Card
PAY89041,ORD42307,2020-01-16,267.11,CreditCard
PAY06971,ORD19284,2020-03-17,2246.61,Credit Card
PAY97671,ORD49842,2022-09-28,4921.06,Cash
PAY72174,ORD11101,2021-08-17,4335.48,Cash
PAY58336,ORD36496,2022-03-20,922.56,BankTransfer
PAY00451,ORD27012,2020-12-25,2595.73,Bank Transfer
PAY61391,ORD12251,2021-08-24,2348.54,BankTransfer
PAY37906,ORD51383,2020-03-10,3431.42,Bank Transfer
PAY11671,ORD96817,2021-04-26,4859.11,Bank Transfer
PAY21819,ORD58043,2021-11-26,3666.95,Bank Transfer
PAY69225,ORD94286,2022-05-27,3726.56,BankTransfer
PAY28050,ORD21098,2022-07-06,447.18,Credit Card
PAY69161,ORD35561,2022-09-12,2226.57,Cash
PAY40733,ORD20847,2022-10-10,2177.81,Cash
PAY25350,ORD60957,2020-05-11,2892.97,Bank Transfer
PAY87917,ORD59111,2020-05-15,2372.15,Cash
PAY07108,ORD82139,2021-09-27,4923.94,Cash
PAY21156,,2020-09-30,3292.04,BankTransfer
PAY69286,ORD67771,2021-08-11,1808.74,Cash
PAY67456,ORD46443,2022-12-10,2535.29,CreditCard
PAY24479,ORD36028,2020-05-22,560.83,CreditCard
PAY07210,ORD24955,2022-04-06,4059.34,Credit Card
PAY70365,ORD99598,2022-07-04,2021.0,CreditCard
PAY32294,ORD88756,2020-06-08,2918.95,Bank Transfer
PAY31704,,2022-03-09,3663.44,Bank Transfer
PAY15739,ORD18779,2020-09-21,3912.05,Bank Transfer
PAY48090,ORD32738,2020-05-08,1153.27,Cash
PAY13685,ORD99132,2022-07-27,606.57,Credit Card
PAY81927,,2022-03-18,4422.02,Credit Card
PAY64592,ORD95721,2022-02-24,1497.65,CreditCard
PAY69105,ORD84058,2021-04-28,96.82,Cash
PAY63094,ORD20984,2022-05-06,3422.95,Bank Transfer
PAY18425,ORD26767,2020-07-20,1745.46,Cash
PAY58960,ORD71572,2022-05-25,4678.87,BankTransfer
PAY00407,ORD39094,2022-11-09,369.77,Bank Transfer
PAY45336,ORD80339,2022-05-04,3715.45,CreditCard
PAY93495,ORD87206,2022-02-28,2073.14,CreditCard
PAY06647,ORD45222,2022-07-01,1672.19,CreditCard
PAY01926,ORD80316,2020-12-14,2634.8,Cash
PAY94905,ORD14659,2021-01-30,4009.1,BankTransfer
PAY87024,ORD98086,2022-04-28,3600.22,Bank Transfer
PAY81069,ORD17505,2020-02-03,3243.46,BankTransfer
PAY83409,ORD32757,2021-07-03,2013.61,Cash
PAY40865,ORD65940,2022-10-21,4009.36,Credit Card
PAY79642,ORD57656,2020-02-28,4632.76,Cash
PAY65724,ORD42766,2020-05-14,2970.77,Bank Transfer
PAY99971,ORD84225,2022-11-16,2757.84,Cash
PAY02794,ORD95213,2022-08-03,3164.79,Bank Transfer
PAY41509,ORD35927,2021-03-18,4376.27,CreditCard
PAY79081,ORD62079,2022-07-22,2732.67,Cash
PAY44832,ORD63926,2021-06-10,946.61,Bank Transfer
PAY06691,ORD90519,2020-03-08,4222.47,Cash
PAY40442,ORD61592,2020-01-06,892.94,BankTransfer
PAY02070,ORD57340,2022-10-01,1148.08,Credit Card
PAY40756,ORD77913,2022-03-25,1362.83,Bank Transfer
PAY25478,ORD75312,2021-02-16,3767.4,BankTransfer
PAY76863,ORD19903,2020-02-11,1032.18,Cash
PAY58094,ORD70447,2021-10-18,2040.49,Bank Transfer
PAY08016,ORD91809,2022-12-21,4404.17,Bank Transfer
PAY74811,,2021-01-26,3456.0,BankTransfer
PAY49294,ORD50340,2021-08-20,1075.38,Cash
PAY68184,ORD42309,2020-07-13,1619.77,Credit Card
PAY13227,ORD52412,2021-08-12,3877.55,Credit Card
PAY08166,ORD82552,2021-02-01,3604.72,CreditCard
PAY59349,ORD28244,2020-03-09,1456.28,BankTransfer
PAY50243,,2020-07-28,4115.87,BankTransfer
PAY10930,ORD59817,2020-05-04,633.42,Bank Transfer
PAY94126,ORD20562,2021-09-05,3920.71,BankTransfer
PAY93585,ORD29461,2021-11-27,1096.05,CreditCard
PAY16817,ORD99684,2021-04-13,1137.72,CreditCard
PAY35127,ORD99860,2022-08-26,4247.26,Credit Card
PAY24288,ORD42078,2021-06-21,1262.77,Cash
PAY30169,ORD48747,2021-11-25,2621.22,BankTransfer
PAY76620,ORD18538,2020-03-08,3060.85,Credit Card
PAY94632,ORD63774,2022-05-09,2514.05,Bank Transfer
PAY98356,ORD52099,2022-07-30,305.81,Bank Transfer
PAY06878,ORD29628,2020-07-05,1227.78,Cash
PAY03630,ORD92506,2020-02-10,735.42,Bank Transfer
PAY42709,ORD87941,2022-03-09,399.15,CreditCard
PAY71832,,2021-01-17,4694.49,CreditCard
PAY32343,ORD00407,2021-09-14,4802.89,BankTransfer
PAY28878,,2021-09-24,862.48,Cash
PAY86580,ORD18544,2020-07-10,3327.94,BankTransfer
PAY53040,ORD20333,2020-05-22,3940.72,Credit Card
PAY54410,ORD73281,2022-10-10,4959.69,Cash
PAY34988,ORD36203,2021-12-11,4628.83,Credit Card
PAY24453,ORD96920,2021-03-29,2807.57,Cash
PAY51660,ORD78867,2021-08-03,3049.75,CreditCard
PAY60677,ORD61469,2020-06-20,3774.95,CreditCard
PAY21703,ORD31997,2021-09-06,4381.65,CreditCard
PAY03833,ORD13852,2021-11-17,1023.07,Credit Card
PAY50083,ORD81157,2022-03-08,268.91,Bank Transfer
PAY83797,ORD43827,2021-05-05,4281.27,BankTransfer
PAY64205,ORD07243,2021-01-16,1199.63,Bank Transfer
PAY59656,ORD20847,2021-02-28,236.06,Cash
PAY24702,ORD10392,2021-12-06,3029.17,Bank Transfer
PAY92004,ORD37221,2021-08-06,4168.87,CreditCard
PAY95645,ORD35594,2020-04-22,4913.09,Bank Transfer
PAY32053,ORD42365,2021-03-23,3091.9,CreditCard
PAY50552,ORD67819,2022-08-05,4877.61,BankTransfer
PAY91309,ORD55987,2022-04-26,450.53,Credit Card
PAY57541,ORD39876,2020-01-08,2554.99,CreditCard
PAY32016,ORD97310,2021-08-28,4593.6,Cash
PAY71997,,2020-12-19,518.5,Cash
PAY12545,ORD42096,2020-08-22,297.36,BankTransfer
PAY81460,,2022-12-18,2533.08,Bank Transfer
PAY47413,ORD19104,2022-01-04,873.33,Credit Card
PAY44637,ORD93702,2022-06-29,4114.67,Bank Transfer
PAY48584,ORD75493,2020-04-14,4124.97,BankTransfer
PAY95447,ORD84839,2022-02-14,70.64,BankTransfer
PAY90541,ORD06260,2022-02-20,1226.86,BankTransfer
PAY26061,ORD47632,2021-07-28,1158.25,Bank Transfer
PAY74804,ORD85402,2021-10-21,2023.19,Cash
PAY64327,ORD18507,2022-03-25,4270.14,BankTransfer
PAY82481,ORD44693,2022-07-13,1455.1,Credit Card
PAY26715,ORD88014,2020-05-23,2292.22,CreditCard
PAY94612,ORD16428,2020-12-11,1269.94,CreditCard
PAY44415,ORD40172,2020-06-23,2301.72,Cash
PAY38245,ORD29914,2021-12-09,4874.04,CreditCard
PAY38694,,2020-10-25,3107.44,Cash
PAY01503,ORD99430,2022-12-15,513.4,Cash
PAY23214,ORD41012,2022-11-16,4073.81,Bank Transfer
PAY27113,ORD77913,2021-01-26,1414.26,Credit Card
PAY99915,ORD83274,2020-10-30,1609.95,CreditCard
PAY02159,ORD96989,2021-02-02,2261.07,CreditCard
PAY95017,ORD73801,2020-04-15,4343.13,BankTransfer
PAY85098,ORD66076,2022-01-06,919.04,CreditCard
PAY22081,ORD83882,2021-10-03,1357.9,BankTransfer
PAY19769,ORD88894,2021-03-14,3600.17,Cash
PAY31089,ORD74931,2021-12-06,2450.45,Credit Card
PAY36296,ORD43487,2022-09-07,3027.03,BankTransfer
PAY48241,ORD40394,2021-04-04,501.41,Cash
PAY27758,ORD45652,2022-01-05,3794.7,Credit Card
PAY59438,ORD52482,2022-06-08,189.84,BankTransfer
PAY85408,ORD95001,2021-03-12,3237.24,Cash
PAY92536,ORD77153,2020-04-01,1347.19,BankTransfer
PAY66269,ORD69747,2021-09-17,2769.83,CreditCard
PAY53733,ORD56508,2020-01-12,133.04,Cash
PAY39874,ORD92250,2022-02-07,1020.74,BankTransfer
PAY14491,ORD19938,2020-09-12,892.68,CreditCard
PAY31671,ORD30220,2022-06-13,68.52,Cash
PAY82724,ORD33093,2022-08-01,2866.56,Credit Card
PAY08722,ORD45094,2022-05-24,2829.37,Credit Card
PAY72310,ORD77149,2022-02-18,2443.02,Credit Card
PAY77080,ORD53960,2022-08-18,2251.6,BankTransfer
PAY63889,ORD70641,2022-03-25,3901.97,CreditCard
PAY51782,ORD68267,2021-05-27,1424.98,Bank Transfer
PAY66889,ORD22078,2020-07-24,163.95,Bank Transfer
PAY82037,ORD19284,2020-04-24,408.06,Cash
PAY59271,ORD79234,2022-04-08,1632.56,Cash
PAY54665,ORD03876,2021-08-20,4725.2,Bank Transfer
PAY64424,ORD03466,2022-05-07,207.99,BankTransfer
PAY34973,,2020-10-11,3442.17,CreditCard
PAY15220,ORD11445,2020-02-12,4255.62,Bank Transfer
PAY75248,ORD55967,2021-08-26,1335.42,CreditCard
PAY21252,ORD92287,2022-07-01,1205.02,Credit Card
PAY41387,ORD22550,2022-04-09,3060.78,Cash
PAY76518,ORD73630,2021-09-19,2015.57,CreditCard
PAY70916,ORD20107,2021-10-02,3077.32,CreditCard
PAY99695,ORD67712,2020-11-25,4694.01,Cash
PAY12702,ORD76126,2021-02-07,751.64,CreditCard
PAY32999,ORD21965,2022-01-06,3904.22,Cash
PAY86902,ORD68781,2022-12-20,1710.38,CreditCard
PAY14743,ORD91479,2022-09-26,2841.13,Bank Transfer
PAY02781,ORD56845,2021-05-26,3008.99,Cash
PAY61711,,2021-01-17,2004.54,Bank Transfer
PAY32545,ORD94231,2022-10-04,1459.75,Bank Transfer
PAY63856,,2020-09-25,1360.44,Cash
PAY35646,ORD21170,2021-04-27,3491.92,BankTransfer
PAY62045,,2021-03-01,1629.7,BankTransfer
PAY95197,ORD55432,2020-01-10,546.8,BankTransfer
PAY28106,ORD78082,2022-09-07,1269.09,BankTransfer
PAY63586,ORD60184,2021-12-04,4597.96,CreditCard
PAY02605,ORD60779,2022-01-06,1461.57,CreditCard
PAY22754,ORD06024,2020-02-13,4049.36,BankTransfer
PAY30154,ORD39167,2021-12-04,3195.92,CreditCard
PAY07671,ORD24630,2022-09-25,1888.62,CreditCard
PAY25548,ORD36925,2021-07-19,4088.02,Credit Card
PAY67131,,2022-12-04,2757.24,CreditCard
PAY23957,ORD30758,2022-08-17,2224.18,BankTransfer
PAY31107,ORD65728,2020-05-14,3793.28,Cash
PAY80125,ORD79260,2021-01-04,2974.73,CreditCard
PAY10943,ORD97469,2020-11-29,3861.46,CreditCard
PAY97746,,2020-11-29,289.91,Credit Card
PAY28339,ORD37872,2022-02-04,3304.65,Bank Transfer
PAY44995,ORD92230,2022-09-14,4899.53,CreditCard
PAY32651,ORD27614,2020-02-10,713.07,Credit Card
PAY76900,ORD38944,2021-05-20,77.88,BankTransfer
