order_id,product_id,quantity,discount_pct
ORD26015,PROD30244,1,0
ORD39058,PROD70922,10,0
ORD34801,PROD65297,4,0
ORD81579,PROD70871,2,5
ORD85123,PROD05976,10,15
ORD66846,PROD52565,4,0
ORD12003,PROD44430,8,5
ORD94656,PROD36045,9,0
ORD52974,PROD43346,10,15
ORD48280,PROD46075,1,10
ORD94274,PROD30451,4,0
ORD22959,PROD11774,10,0
ORD92423,PROD43007,10,15
ORD83430,PROD91242,10,5
ORD96817,PROD86361,4,0
ORD81581,PROD00308,1,0
ORD21582,PROD28036,9,15
ORD38960,PROD66941,8,0
ORD12299,PROD35733,8,5
ORD51847,PROD96629,9,0
ORD47087,PROD61869,3,0
ORD91756,PROD30074,4,0
ORD08928,PROD39694,8,10
ORD69283,PROD91009,2,5
ORD47100,PROD44527,6,15
ORD20579,PROD50206,5,0
ORD36680,PROD57253,5,0
ORD81159,PROD32623,6,0
ORD15943,PROD63900,10,15
ORD21098,PROD00511,2,10
ORD21419,PROD81051,7,0
ORD82215,PROD27933,9,0
ORD19023,PROD68569,6,15
ORD22724,PROD17736,8,0
ORD06326,PROD46012,7,5
ORD66062,PROD23824,1,15
ORD50136,PROD63876,10,10
ORD57957,PROD42411,5,15
ORD71215,PROD35358,2,5
ORD09849,PROD45470,6,5
ORD59360,PROD05624,2,0
ORD54958,PROD24748,3,0
ORD02754,PROD34756,8,10
ORD90854,PROD08572,10,15
ORD62840,PROD52144,1,15
ORD81462,PROD86466,5,5
ORD35561,PROD75790,2,0
ORD31932,PROD14933,6,0
ORD44545,PROD15194,2,5
ORD38903,PROD57453,4,0
ORD53656,PROD27710,8,10
ORD56934,PROD84219,9,0
ORD80592,PROD11470,8,0
ORD38077,PROD23340,10,0
ORD58568,PROD41987,1,15
ORD17760,PROD46795,10,10
ORD07342,PROD98130,10,0
ORD05219,PROD58467,9,0
ORD75059,PROD63900,9,0
ORD00666,PROD07255,9,0
ORD94536,PROD46566,9,15
ORD53670,PROD36079,10,0
ORD22550,PROD85761,2,0
ORD73823,PROD89135,3,0
ORD21568,PROD87850,6,0
ORD46708,PROD41073,1,5
ORD26209,PROD29111,9,0
ORD78112,PROD53859,10,0
ORD60375,PROD72072,2,5
ORD61067,PROD79657,6,0
ORD95806,PROD30244,9,5
ORD74069,PROD56856,3,0
ORD83763,PROD98405,6,0
ORD00901,PROD25013,9,0
ORD25004,PROD56855,1,0
ORD97855,PROD68866,8,5
ORD96341,PROD11659,5,10
ORD51626,PROD28726,6,15
ORD73093,PROD74262,5,0
ORD17220,PROD38358,5,15
ORD66691,PROD53550,9,10
ORD71978,PROD87127,10,0
ORD56099,PROD08716,9,10
ORD07872,PROD88008,3,15
ORD76602,PROD50721,4,5
ORD95081,PROD28036,7,0
ORD85687,PROD11639,1,10
ORD01886,PROD82276,8,15
ORD51383,PROD25046,1,5
ORD84058,PROD59763,8,0
ORD27069,PROD59314,2,0
ORD15596,PROD73205,7,0
ORD79881,PROD30256,4,0
ORD22067,PROD87502,3,0
ORD20014,PROD99370,3,10
ORD01914,PROD48614,4,10
ORD80579,PROD84075,7,5
ORD14967,PROD13040,1,0
ORD37532,PROD58990,2,5
ORD56635,PROD77684,7,10
ORD66847,PROD29059,5,0
ORD83769,PROD48312,6,15
ORD70999,PROD55660,4,0
ORD19877,PROD99678,2,5
ORD48875,PROD37583,8,15
ORD36055,PROD65828,10,0
ORD28987,PROD85613,7,10
ORD46933,PROD55205,5,0
ORD76713,PROD56945,3,15
ORD42320,PROD41435,8,0
ORD28417,PROD04352,10,5
ORD33858,PROD28690,4,5
ORD67086,PROD24693,7,0
ORD62038,PROD48436,4,0
ORD04180,PROD26620,4,0
ORD73783,PROD60328,2,0
ORD87237,PROD60064,1,0
ORD57511,PROD50610,8,0
ORD71255,PROD33342,10,15
ORD96147,PROD85924,1,0
ORD81038,PROD23263,7,0
ORD26196,PROD16458,8,10
ORD28548,PROD60574,8,5
ORD86667,PROD19728,8,0
ORD07384,PROD90933,2,0
ORD07609,PROD23138,4,0
ORD90213,PROD46156,10,0
ORD59626,PROD61230,2,0
ORD50232,PROD05997,10,0
ORD89888,PROD96450,2,0
ORD14607,PROD38358,3,5
ORD42309,PROD07076,8,10
ORD01842,PROD46012,8,15
ORD25226,PROD68542,8,10
ORD41297,PROD90165,5,5
ORD54647,PROD43227,4,0
ORD00362,PROD91722,3,0
ORD11502,PROD16972,6,5
ORD44486,PROD69986,9,15
ORD33739,PROD42890,3,15
ORD80804,PROD53198,4,0
ORD93609,PROD66133,9,10
ORD63750,PROD64794,7,0
ORD54860,PROD52942,9,10
ORD03876,PROD25046,7,0
ORD61921,PROD39226,7,0
ORD29150,PROD38048,8,5
ORD39298,PROD02054,5,0
ORD18332,PROD65756,7,0
ORD82971,PROD56596,6,0
ORD65316,PROD59589,7,0
ORD53200,PROD90718,1,15
ORD08774,PROD46346,6,0
ORD80768,PROD26029,7,0
ORD25025,PROD62479,4,0
ORD09744,PROD47915,7,15
ORD48901,PROD90204,7,15
ORD76937,PROD27155,7,0
ORD56845,PROD36662,1,0
ORD94758,PROD98618,2,0
ORD51936,PROD59019,7,10
ORD10471,PROD78743,10,0
ORD42671,PROD05774,1,0
ORD99048,PROD49943,3,15
ORD45172,PROD24932,1,0
ORD77953,PROD02377,7,15
ORD34095,PROD43599,10,0
ORD80187,PROD71918,1,0
ORD03566,PROD40166,2,15
ORD24921,PROD83496,10,15
ORD19550,PROD95377,10,0
ORD98084,PROD20451,5,0
ORD44545,PROD21048,10,0
ORD46097,PROD44910,6,0
ORD54046,PROD74574,5,10
ORD35174,PROD33342,5,5
ORD21568,PROD66616,6,0
ORD49933,PROD78658,10,5
ORD34648,PROD77766,9,15
ORD46059,PROD78975,10,0
ORD24535,PROD16299,7,0
ORD12830,PROD58666,1,0
ORD05830,PROD66029,4,5
ORD57835,PROD25753,7,0
ORD12135,PROD65223,8,15
ORD86035,PROD83833,2,0
ORD54647,PROD79420,1,0
ORD24626,PROD49202,10,0
ORD48966,PROD47176,9,10
ORD68740,PROD08255,3,0
ORD32738,PROD85616,1,15
ORD55735,PROD17411,1,5
ORD06584,PROD27174,9,5
ORD17233,PROD56562,9,5
ORD19903,PROD48316,2,0
ORD73093,PROD87417,1,10
ORD62013,PROD00307,8,0
ORD98477,PROD40624,10,0
ORD26293,PROD45274,1,10
ORD48446,PROD54912,8,10
ORD84484,PROD92730,10,10
ORD90510,PROD36060,3,15
ORD14400,PROD91242,8,15
ORD76956,PROD78671,5,0
ORD89784,PROD92137,6,0
ORD62079,PROD45665,1,0
ORD86614,PROD15030,8,15
ORD22869,PROD45004,10,5
ORD37023,PROD01486,9,5
ORD25139,PROD56300,2,10
ORD59420,PROD30230,7,0
ORD06019,PROD07255,1,15
ORD24539,PROD99686,9,5
ORD74393,PROD27445,10,5
ORD69151,PROD88598,2,15
ORD01789,PROD48073,4,0
ORD52281,PROD29897,3,5
ORD11308,PROD58197,2,5
ORD64108,PROD20362,5,0
ORD09411,PROD39205,2,0
ORD75426,PROD14389,8,0
ORD65287,PROD78339,4,15
ORD32285,PROD35634,5,15
ORD71255,PROD20868,1,5
ORD33191,PROD46100,7,5
ORD13384,PROD20042,5,10
ORD70904,PROD47282,1,0
ORD04896,PROD40646,10,0
ORD36120,PROD91370,7,15
ORD95081,PROD74962,7,0
ORD79443,PROD29214,10,10
ORD93518,PROD84356,6,5
ORD62832,PROD77126,3,15
ORD44206,PROD82529,9,5
ORD16803,PROD77543,6,0
ORD89794,PROD14445,8,5
ORD68635,PROD83038,1,0
ORD88285,PROD71919,4,0
ORD15945,PROD82010,3,0
ORD85480,PROD34399,9,0
ORD45065,PROD51675,5,15
ORD64428,PROD87731,9,10
ORD92250,PROD28585,6,0
ORD27003,PROD32007,10,0
ORD22406,PROD56779,10,0
ORD54652,PROD96510,4,10
ORD76030,PROD29085,8,0
ORD50585,PROD28313,4,0
ORD83769,PROD04012,10,0
ORD06251,PROD44175,10,0
ORD42347,PROD71163,3,0
ORD43209,PROD56689,2,0
ORD33093,PROD08988,6,5
ORD75529,PROD36976,4,0
ORD22752,PROD20897,3,10
ORD26657,PROD71274,4,10
ORD49097,PROD25076,9,0
ORD34464,PROD28156,2,0
ORD18611,PROD98920,8,0
ORD59825,PROD70837,3,0
ORD79642,PROD29833,1,5
ORD32121,PROD29478,4,0
ORD22724,PROD32879,8,0
ORD08405,PROD15194,3,15
ORD91731,PROD65779,7,0
ORD26669,PROD09939,2,15
ORD52226,PROD22846,10,0
ORD64584,PROD27273,10,5
ORD45624,PROD85800,8,0
ORD85260,PROD79385,9,0
ORD75351,PROD98603,1,0
ORD33010,PROD70567,5,0
ORD53763,PROD20362,10,15
ORD85045,PROD19711,5,0
ORD82325,PROD36680,9,0
ORD45178,PROD62333,3,10
ORD02693,PROD90476,8,0
ORD53101,PROD93171,6,5
ORD05452,PROD73160,5,10
ORD15622,PROD77543,2,5
ORD65382,PROD65779,3,0
ORD73281,PROD92424,4,10
ORD66871,PROD40473,7,0
ORD74600,PROD36211,6,10
ORD39963,PROD95115,1,15
ORD61768,PROD68659,10,5
ORD21362,PROD37272,4,10
ORD73849,PROD50695,2,0
ORD74519,PROD38358,2,0
ORD85121,PROD69627,4,0
ORD48852,PROD46075,6,0
ORD61307,PROD71163,10,0
ORD59374,PROD65756,3,10
ORD44175,PROD01027,9,0
ORD75764,PROD88503,6,15
ORD38528,PROD50542,2,0
ORD64061,PROD84446,5,0
ORD12771,PROD89083,3,5
ORD47885,PROD53960,6,0
ORD84868,PROD55929,8,0
ORD30951,PROD03800,10,0
ORD27649,PROD00001,1,5
ORD23380,PROD95523,2,15
ORD57821,PROD15970,10,5
ORD58320,PROD00767,2,15
ORD11481,PROD29262,3,0
ORD48041,PROD69918,6,15
ORD29114,PROD02377,2,10
ORD24324,PROD84285,7,0
ORD52836,PROD67239,3,0
ORD65496,PROD54912,1,5
ORD58594,PROD82328,8,10
ORD79609,PROD19573,1,5
ORD67456,PROD86578,3,0
ORD92404,PROD06985,8,10
ORD82241,PROD01133,9,0
ORD75198,PROD44079,3,0
ORD47846,PROD36064,2,0
ORD50259,PROD30736,4,10
ORD80609,PROD93185,6,15
ORD65896,PROD13504,7,5
ORD95454,PROD20196,2,5
ORD53670,PROD06508,2,0
ORD38922,PROD61487,2,10
ORD02564,PROD66348,2,15
ORD61768,PROD99262,10,10
ORD09320,PROD29672,1,0
ORD41704,PROD35008,8,15
ORD15152,PROD52101,2,0
ORD93583,PROD59557,6,5
ORD93393,PROD46132,3,0
ORD55419,PROD48316,6,0
ORD05584,PROD52025,4,10
ORD81579,PROD80132,3,0
ORD98830,PROD55535,8,5
ORD26477,PROD73160,6,15
ORD72863,PROD05444,8,0
ORD90193,PROD96943,5,0
ORD93592,PROD83200,10,0
ORD70786,PROD58251,2,5
ORD85479,PROD74303,5,0
ORD81905,PROD30736,1,0
ORD50209,PROD83103,2,15
ORD65766,PROD72480,10,15
ORD81829,PROD30074,1,15
ORD55788,PROD84052,8,5
ORD71128,PROD93500,7,5
ORD98906,PROD76992,3,5
ORD80462,PROD60509,5,0
ORD53197,PROD36575,3,0
ORD71255,PROD34399,4,5
ORD05986,PROD43227,9,5
ORD70036,PROD68409,9,0
ORD51950,PROD89811,6,10
ORD66611,PROD06075,3,5
ORD47632,PROD80497,4,15
ORD22283,PROD69856,3,0
ORD76771,PROD73422,1,15
ORD75048,PROD63106,2,10
ORD19911,PROD53198,10,0
ORD43854,PROD85118,6,0
ORD96920,PROD43666,9,5
ORD30209,PROD00871,2,0
ORD96200,PROD89007,9,10
ORD53197,PROD91722,9,0
ORD89102,PROD13740,10,0
ORD39578,PROD78545,5,5
ORD56160,PROD47282,4,0
ORD17629,PROD84507,6,0
ORD84097,PROD79709,5,10
ORD74696,PROD82859,2,10
ORD18019,PROD77073,5,0
ORD46942,PROD47282,7,5
ORD02207,PROD23424,7,0
ORD22604,PROD97216,9,0
ORD37271,PROD40868,8,15
ORD16835,PROD64063,9,5
ORD69325,PROD02695,6,0
ORD85665,PROD64817,6,5
ORD40392,PROD26680,4,0
ORD54015,PROD73859,1,0
ORD62526,PROD67568,8,0
ORD31325,PROD44924,8,10
ORD89865,PROD86944,6,10
ORD69499,PROD32772,10,5
ORD62160,PROD05508,10,0
ORD48446,PROD68409,5,5
ORD08860,PROD46992,3,0
ORD32285,PROD76569,5,0
ORD83973,PROD51727,8,10
ORD07492,PROD86404,4,0
ORD08108,PROD39564,9,0
ORD66311,PROD09998,8,0
ORD97267,PROD41363,7,0
ORD46631,PROD64647,7,5
ORD95155,PROD18410,5,15
ORD42420,PROD65734,4,0
ORD84278,PROD71274,3,5
ORD85321,PROD23298,7,5
ORD15949,PROD25426,2,15
ORD29941,PROD33342,1,0
ORD43553,PROD36594,2,0
ORD35182,PROD71702,2,5
ORD40280,PROD45891,3,0
ORD73257,PROD36422,5,10
ORD32617,PROD45865,10,0
ORD81788,PROD40624,5,15
ORD15897,PROD85585,9,0
ORD24382,PROD42847,2,0
ORD30987,PROD29050,7,0
ORD77913,PROD53083,7,0
ORD47242,PROD50831,3,0
ORD48653,PROD84845,9,0
ORD44639,PROD69647,2,10
ORD65921,PROD24557,3,0
ORD88517,PROD07823,6,10
ORD44634,PROD82932,9,0
ORD56908,PROD57000,6,0
ORD73449,PROD67568,6,0
ORD81369,PROD08988,8,0
ORD63391,PROD90063,1,15
ORD61815,PROD86577,7,10
ORD70063,PROD13195,1,15
ORD52007,PROD86577,2,5
ORD99586,PROD21213,8,0
ORD55735,PROD61504,10,5
ORD59344,PROD69060,10,15
ORD04699,PROD35028,6,15
ORD15503,PROD53542,6,0
ORD81905,PROD00021,8,10
ORD99048,PROD78959,5,0
ORD39988,PROD21551,10,15
ORD50786,PROD65536,9,10
ORD44005,PROD47908,3,10
ORD00400,PROD52413,1,0
ORD95208,PROD57818,2,10
ORD47126,PROD37228,4,0
ORD88190,PROD56263,7,0
ORD84605,PROD56655,3,0
ORD61326,PROD30969,5,0
ORD45956,PROD73859,4,0
ORD29770,PROD66145,10,0
ORD41478,PROD38446,4,0
ORD63697,PROD30230,8,5
ORD29204,PROD49891,7,0
ORD84952,PROD89135,7,0
ORD11380,PROD01652,10,10
ORD57266,PROD77048,7,15
ORD76702,PROD34904,7,0
ORD78934,PROD76244,6,10
ORD28492,PROD46690,6,5
ORD36055,PROD91394,5,15
ORD83430,PROD33188,6,0
ORD63414,PROD08255,4,10
ORD96817,PROD19813,10,15
ORD74471,PROD75364,7,10
ORD14527,PROD03469,7,0
ORD29100,PROD25013,1,5
ORD10887,PROD21297,8,0
ORD15532,PROD72114,8,0
ORD43553,PROD42906,6,5
ORD59181,PROD83584,7,0
ORD09880,PROD57538,2,0
ORD76702,PROD43891,5,0
ORD91259,PROD13953,1,5
ORD25354,PROD56834,7,0
ORD50059,PROD05248,10,0
ORD63427,PROD15286,5,0
ORD14914,PROD41453,2,0
ORD75312,PROD23195,2,0
ORD28989,PROD50721,6,0
ORD72495,PROD68228,3,15
ORD54857,PROD53444,9,15
ORD97547,PROD76488,5,0
ORD46687,PROD60968,3,0
ORD91202,PROD45470,5,5
ORD50759,PROD83934,2,5
ORD72722,PROD83567,9,0
ORD31386,PROD20621,8,0
ORD46452,PROD71874,4,10
ORD57527,PROD75108,5,10
ORD13498,PROD76787,7,0
ORD05745,PROD99728,5,10
ORD27025,PROD37675,3,5
ORD23148,PROD41331,5,0
ORD37790,PROD13267,10,10
ORD42365,PROD65447,2,0
ORD86027,PROD20371,1,0
ORD79551,PROD69647,7,15
ORD42320,PROD25076,9,15
ORD72610,PROD57000,7,5
ORD65523,PROD21979,5,5
ORD56339,PROD46132,7,0
ORD21245,PROD52818,6,15
ORD15031,PROD90309,2,0
ORD59516,PROD14486,4,0
ORD09646,PROD84964,1,0
ORD44876,PROD61352,3,0
ORD37894,PROD99728,5,10
ORD85614,PROD02565,7,0
ORD93241,PROD92192,10,5
ORD35153,PROD46288,10,5
ORD55383,PROD36725,7,10
ORD84164,PROD65223,6,0
ORD98175,PROD99262,4,5
ORD06490,PROD61869,4,10
ORD65921,PROD83103,7,15
ORD45222,PROD68549,10,15
ORD80462,PROD63445,6,5
ORD20847,PROD59314,7,0
ORD57527,PROD84199,7,0
ORD70276,PROD57315,3,10
ORD78470,PROD80586,2,0
ORD23706,PROD88109,3,0
ORD37257,PROD21213,8,10
ORD94897,PROD00769,4,10
ORD26719,PROD69768,8,10
ORD69736,PROD05923,7,10
ORD63427,PROD21633,2,10
ORD14089,PROD01764,1,0
ORD33643,PROD85875,10,0
ORD56989,PROD91036,7,0
ORD11380,PROD19893,1,5
ORD48875,PROD11147,6,0
ORD84905,PROD84569,6,15
ORD63005,PROD30862,7,5
ORD44821,PROD31797,5,10
ORD76122,PROD78601,9,10
ORD33036,PROD49729,5,5
ORD84899,PROD00769,5,0
ORD98529,PROD56881,8,0
ORD83524,PROD24173,4,15
ORD13726,PROD80132,8,10
ORD51427,PROD42106,10,0
ORD99691,PROD02636,1,0
ORD21582,PROD37691,8,0
ORD07274,PROD29050,10,0
ORD51020,PROD04294,3,0
ORD63565,PROD71839,4,0
ORD92817,PROD45538,10,15
ORD87664,PROD84219,6,0
ORD35515,PROD57501,1,15
ORD98516,PROD80497,5,10
ORD39201,PROD55701,5,0
ORD51950,PROD61687,7,0
ORD25911,PROD44527,7,5
ORD88342,PROD29743,3,15
ORD65224,PROD73978,7,5
ORD79234,PROD05830,7,10
ORD42338,PROD71866,9,15
ORD19317,PROD61991,9,5
ORD48888,PROD01027,6,0
ORD45169,PROD42594,9,15
ORD69375,PROD99453,9,0
ORD96701,PROD73422,8,0
ORD26290,PROD95724,2,0
ORD52128,PROD10054,1,10
ORD09825,PROD85613,5,0
ORD94776,PROD41628,3,10
ORD58680,PROD21318,2,0
ORD35916,PROD84905,2,0
ORD47382,PROD09086,3,0
ORD28534,PROD02164,1,15
ORD68394,PROD95415,4,10
ORD45867,PROD54109,9,15
ORD48987,PROD09861,3,0
ORD19877,PROD34227,3,10
ORD33191,PROD42399,7,0
ORD51386,PROD13048,1,0
ORD32370,PROD33286,10,10
ORD41250,PROD28693,9,5
ORD81697,PROD51687,5,0
ORD91202,PROD69136,6,10
ORD78555,PROD00862,9,5
ORD13329,PROD35939,4,0
ORD18669,PROD35290,10,15
ORD45492,PROD68920,6,5
ORD38829,PROD93422,5,15
ORD69372,PROD59792,8,0
ORD87657,PROD51736,10,0
ORD69375,PROD31856,2,15
ORD95658,PROD07070,4,15
ORD93702,PROD19537,3,0
ORD90728,PROD04650,6,0
ORD83694,PROD96065,8,0
ORD44999,PROD26029,6,0
ORD91200,PROD10961,7,0
ORD54647,PROD18603,3,0
ORD16714,PROD33912,9,0
ORD01744,PROD07255,3,0
ORD25708,PROD85248,8,10
ORD13466,PROD01486,1,0
ORD02207,PROD40473,7,5
ORD56053,PROD05444,6,0
ORD96406,PROD32922,3,10
ORD48875,PROD33067,6,0
ORD16360,PROD38015,5,10
ORD81462,PROD70839,3,0
ORD31387,PROD24057,10,10
ORD17870,PROD44871,10,0
ORD92099,PROD26372,7,5
ORD02513,PROD59861,9,10
ORD39514,PROD96482,4,0
ORD20579,PROD98618,6,0
ORD42294,PROD88761,7,5
ORD87237,PROD13438,7,10
ORD25878,PROD84285,7,10
ORD75494,PROD05324,4,0
ORD52877,PROD77126,1,0
ORD15503,PROD74352,2,5
ORD65208,PROD96607,1,0
ORD51798,PROD94340,8,0
ORD25846,PROD05618,5,0
ORD33036,PROD79176,8,0
ORD20052,PROD60200,5,0
ORD21833,PROD34762,5,0
ORD88098,PROD33426,3,0
ORD22485,PROD43599,9,5
ORD23393,PROD33342,6,10
ORD56551,PROD58004,3,0
ORD23717,PROD02679,2,0
ORD44486,PROD31390,7,0
ORD99082,PROD46075,7,0
ORD69469,PROD02324,7,0
ORD31124,PROD84845,3,5
ORD38060,PROD10054,2,0
ORD06070,PROD86736,4,10
ORD14828,PROD13048,10,0
ORD40399,PROD00769,6,0
ORD96182,PROD33415,10,0
ORD02700,PROD68180,1,0
ORD09319,PROD39890,5,5
ORD25941,PROD97984,1,0
ORD29169,PROD51736,7,15
ORD02565,PROD43277,9,15
ORD49842,PROD77962,5,10
ORD65766,PROD48588,2,15
ORD99606,PROD51043,3,10
ORD46275,PROD86882,4,0
ORD17536,PROD13720,5,0
ORD59729,PROD50599,4,0
ORD54647,PROD55506,2,10
ORD16795,PROD49248,8,10
ORD31194,PROD38851,1,10
ORD76800,PROD38126,1,0
ORD81954,PROD85408,9,5
ORD59076,PROD74633,3,0
ORD22485,PROD84489,7,15
ORD07093,PROD98920,2,10
ORD86566,PROD41073,3,0
ORD06789,PROD98384,1,5
ORD61433,PROD21048,3,0
ORD31464,PROD65829,10,0
ORD93446,PROD09284,10,0
ORD59076,PROD85837,9,0
ORD75053,PROD11345,5,10
ORD20082,PROD66029,9,10
ORD31024,PROD03372,10,0
ORD82360,PROD24245,4,10
ORD09965,PROD65228,8,10
ORD49331,PROD26767,6,0
ORD46959,PROD01633,4,10
ORD31865,PROD98384,4,15
ORD26015,PROD36284,2,5
ORD43553,PROD94328,7,0
ORD53200,PROD07164,7,0
ORD43724,PROD42194,9,15
ORD84189,PROD61005,10,0
ORD90686,PROD63236,5,0
ORD78530,PROD82328,2,15
ORD24139,PROD55699,8,10
ORD45354,PROD94224,2,0
ORD18365,PROD95066,8,0
ORD64541,PROD46399,9,10
ORD90585,PROD28725,9,0
ORD34714,PROD44417,9,0
ORD42870,PROD48588,6,10
ORD52416,PROD29059,10,5
ORD13329,PROD91619,8,0
ORD97060,PROD92424,1,0
ORD72812,PROD90309,8,5
ORD51681,PROD42768,3,15
ORD03331,PROD36662,6,0
ORD74067,PROD95814,5,0
ORD46545,PROD29146,5,10
ORD70786,PROD90376,5,15
ORD05642,PROD72072,2,0
ORD23462,PROD70113,5,5
ORD57439,PROD05494,9,10
ORD61921,PROD07882,3,5
ORD04681,PROD30420,9,5
ORD29438,PROD08493,5,0
ORD12531,PROD68380,7,0
ORD15236,PROD66601,2,0
ORD04873,PROD90160,8,10
ORD68555,PROD28690,7,15
ORD48673,PROD90925,6,0
ORD03126,PROD29146,9,15
ORD92738,PROD63715,2,0
ORD28206,PROD56047,7,5
ORD57896,PROD29050,5,10
ORD72987,PROD39027,10,15
ORD57957,PROD01203,8,0
ORD41390,PROD79577,3,0
ORD55867,PROD60872,9,15
ORD49254,PROD24949,5,15
ORD53075,PROD06810,9,0
ORD37468,PROD62503,10,15
ORD42200,PROD83496,6,0
ORD22156,PROD22545,5,15
ORD87241,PROD04287,1,0
ORD66871,PROD71702,6,0
ORD41185,PROD26193,3,0
ORD31386,PROD63945,2,0
ORD29628,PROD65997,6,0
ORD03676,PROD44170,3,10
ORD58546,PROD88503,10,10
ORD77274,PROD18948,2,0
ORD86594,PROD11979,8,0
ORD60796,PROD66001,3,0
ORD68314,PROD56834,7,0
ORD30207,PROD00001,9,5
ORD04009,PROD73833,1,0
ORD23393,PROD05080,8,0
ORD16151,PROD08211,7,0
ORD17229,PROD25101,7,15
ORD59394,PROD68228,8,0
ORD28633,PROD53306,3,0
ORD66701,PROD43434,2,0
ORD83973,PROD89636,3,0
ORD54737,PROD05233,4,0
ORD73274,PROD85118,10,0
ORD16470,PROD33067,6,10
ORD46697,PROD42280,9,5
ORD58580,PROD09461,4,0
ORD99854,PROD56263,8,15
ORD88496,PROD41143,10,5
ORD16933,PROD65858,3,10
ORD86401,PROD60967,9,10
ORD33368,PROD86882,1,0
ORD18617,PROD52539,2,10
ORD24270,PROD05080,4,0
ORD24141,PROD38361,6,15
ORD24944,PROD19647,5,0
ORD50136,PROD27264,3,0
ORD03706,PROD44023,1,0
ORD09276,PROD60763,5,15
ORD50259,PROD39690,4,0
ORD23733,PROD65223,5,5
ORD89136,PROD85909,7,5
ORD67177,PROD80497,5,0
ORD93062,PROD32066,10,0
ORD22218,PROD93010,6,0
ORD37514,PROD65756,5,5
ORD47717,PROD87975,3,15
ORD03807,PROD26767,6,5
ORD23462,PROD97297,10,10
ORD33391,PROD21712,1,5
ORD44580,PROD42828,7,0
ORD86688,PROD44170,8,0
ORD29417,PROD63384,4,0
ORD68664,PROD73391,10,0
ORD53204,PROD06985,3,15
ORD89151,PROD69246,8,0
ORD88934,PROD52053,1,15
ORD04873,PROD68549,10,0
ORD37648,PROD36478,9,0
ORD15963,PROD17904,9,0
ORD28642,PROD57729,5,15
ORD19586,PROD99678,5,5
ORD70444,PROD33661,5,15
ORD39578,PROD73952,5,5
ORD31589,PROD30451,2,0
ORD24382,PROD26680,8,0
ORD32484,PROD18133,10,5
ORD87677,PROD63069,3,0
ORD35291,PROD97857,2,5
ORD68985,PROD99678,1,0
ORD50939,PROD67898,7,0
ORD80879,PROD49248,7,0
ORD19646,PROD91394,7,0
ORD25218,PROD36045,6,10
ORD36186,PROD34753,8,15
ORD59536,PROD05774,1,5
ORD90262,PROD21641,7,15
ORD67492,PROD24394,6,0
ORD02693,PROD98132,3,15
ORD86614,PROD91722,10,0
ORD23780,PROD70096,1,0
ORD19458,PROD42234,1,0
ORD01742,PROD25934,2,0
ORD25226,PROD19064,2,15
ORD38077,PROD83833,10,0
ORD01789,PROD53960,6,0
ORD62035,PROD86361,4,0
ORD15337,PROD19647,10,0
ORD07291,PROD05890,6,0
ORD84335,PROD11470,5,0
ORD44904,PROD19537,8,0
ORD43441,PROD32488,8,10
ORD38238,PROD86736,5,5
ORD87264,PROD40473,10,0
ORD96139,PROD65858,1,0
ORD44904,PROD90165,5,0
ORD83706,PROD56686,6,0
ORD81536,PROD89268,5,10
ORD05277,PROD21979,5,0
ORD76444,PROD06810,7,0
ORD71120,PROD05774,9,5
ORD50903,PROD94970,8,0
ORD04760,PROD72683,7,5
ORD05817,PROD99918,2,5
ORD25207,PROD05635,8,0
ORD39323,PROD37277,10,10
ORD65003,PROD71374,10,10
ORD52976,PROD38337,6,0
ORD69076,PROD61005,8,0
ORD25507,PROD97966,10,15
ORD95657,PROD96210,4,0
ORD16628,PROD59340,4,10
ORD28534,PROD98253,7,15
ORD90573,PROD79988,7,15
ORD01826,PROD31497,9,0
ORD53739,PROD57074,1,0
ORD04397,PROD44809,1,5
ORD55372,PROD22815,9,5
ORD40833,PROD40624,9,0
ORD97310,PROD35808,10,10
ORD63315,PROD70096,9,0
ORD27141,PROD78417,9,0
ORD65382,PROD14486,5,0
ORD44834,PROD99262,9,15
ORD72413,PROD26274,3,10
ORD46049,PROD05508,1,15
ORD53585,PROD29111,1,5
ORD62520,PROD96510,8,0
ORD65287,PROD42062,5,0
ORD13247,PROD30862,9,5
ORD69786,PROD63069,2,0
ORD48675,PROD55992,3,0
ORD53209,PROD33912,3,0
ORD58258,PROD70568,2,0
ORD37786,PROD68180,2,0
ORD73972,PROD85761,5,0
ORD50524,PROD01597,3,5
ORD01585,PROD92619,1,10
ORD29628,PROD74839,3,0
ORD33139,PROD33949,6,0
ORD29515,PROD69060,10,15
ORD83323,PROD22167,6,5
ORD53071,PROD37924,10,0
ORD34648,PROD13102,6,0
ORD01111,PROD25727,2,0
ORD39654,PROD88226,2,10
ORD37872,PROD78658,1,0
ORD18945,PROD93329,9,5
ORD81227,PROD13347,5,0
ORD99171,PROD63577,7,10
ORD07507,PROD98130,10,10
ORD68614,PROD21297,7,15
ORD00666,PROD88598,3,15
ORD45178,PROD57253,9,5
ORD78021,PROD65447,4,5
ORD04760,PROD11307,8,0
ORD15391,PROD44974,1,0
ORD10430,PROD62367,6,0
ORD34145,PROD39027,5,15
ORD61290,PROD58356,3,10
ORD36113,PROD36402,2,0
ORD23577,PROD58666,7,0
ORD81050,PROD14389,8,5
ORD12456,PROD01027,1,0
ORD65867,PROD38851,5,10
